node_id,parent_id,concept.ko,concept.en,aliases,definition,logic,examples.name,examples.description,tips,prerequisites.ko,prerequisites.en
67,1,비피엠,BPM,분당 박자수; 템포; bpm; Tempo,BPM은 1분 동안 반복되는 박자의 수를 의미하는 음악의 기본적인 빠르기 단위 입니다.,"BPM 값이 높을 수록 곡의 템포가 빨라지고 낮을 수록 느려집니다.; 음악 소프트웨어나 메트로놈, 악보 등에서 곡의 템포를 숫자로 명확하게 표시하기 위해 BPM을 사용합니다.; BPM은 장르의 스타일이나 연주자의 의도에 따라 매우 다양하게 설정됩니다.; 'BPM=숫자'대신 '음표=숫자'로 표기되는 경우도 있습니다.",BPM=60; BPM=120,1분에 60박으로 1초에 한번씩 박자를 셉니다. 느린 발라드 곡이나 연습곡에 자주 사용됩니다.; 1분에 120박으로 일반적인 팝 음악에서 자주 사용되는 템포입니다.,곡의 시작이나 연주 전에 BPM을 확인하면 리듬과 템포 연습에 매우 유용합니다.; 메트로놈을 활용해 다양한 BPM에서 연습하면 연주 실력과 템포감이 같이 향상됩니다.,리듬; 박자표,Rhythm; Time Signature
68,1,상대적 접근법,Relative Approch,상대적 학습법; 상대적 인식,"상대적 접근법이란, 코드,스케일,진행 등을 루트음이나 키의 기준 관계에 따라 파악하는 음악 이론 접근 방식입니다.","이 방법을 익히면 전조,즉흥,편곡,모드,펑션,스케일 등 거의 모든 음악 이론 개념을 한 번에 이해할 수 있습니다.; 모든 키에서 똑같은 구조와 논리로 음악적 구조를 해석할 수 있게 됩니다.",메이저스케일; Major chord,"메이저스케일을 상대적으로 보면 '1-2-3-4-5-6-7-8음'인데, '3-4음'과 '7-8음'이 반음이라는 점을 활용하여 다양한 스케일의 계산을 할 수 있습니다.; Major chord의 구성음은 '1-3-5음'으로 구성되어있으며, 이를 스케일과 같이 접목시켜서 활용한다면 모든 코드들을 만들 수 있습니다.",메이저스케일과 Major chord는 모든 Key(12음)에서 정확히 익힌다면 이를 활용하여 거의 모든 음악이론들을 분석할 수 있기에 매우 중요합니다.,음정; 스케일; 코드,Interval; Scale; Chord
69,,코드,Chord,화음; Chords; 화성,코드는 둘 이상의 음을 동시에 연주하는 화성의 최소 단위 입니다.,"코드는 보통 3개 이상의 음이 한 번에 울릴때 성립합니다.; 가장 기본적인 코드는 '트라이어드(3화음)'으로, '1-3-5'음으로 이루어집니다.; 코드는 곡의 조성과 분위기, 진행을 결정하는 역할을 하며 다양한 화성적 효과를 만들어냅니다.",C Major chord(C메이저코드); C minor chord(C마이너코드),"C(도(1음)),E(미(3음)),G(솔(5음))를 동시에 연주하면 C Major Chord가 됩니다.; C(도(1음)),Eb(미플랫(b3음)),G(솔(5음))을 동시에 연주하면 C minor Chord가 됩니다.",각 코드의 느낌과 성격을 귀로 자주 들어보고 익히는 것이 중요합니다.; 코드는 기본적으로 3도음정의 쌓기로 만들어진다는 점을 기억하세요.,음정; 스케일,Interval; Scale
70,1,트라이어드,Triad,3화음; Triad Chord,"트라이어드는 근음, 3도음, 5도음으로 구성된 3개의 음으로 이루어진 기본적인 코드입니다.","트라이어드는 3개의 음(근음, 3도, 5도)의 구성에 따라 다양한 종류로 나뉩니다.; 주요 트라이어드는 메이저, 마이너, 디미니시드, 어그멘티드, 서스펜디드(서스2, 서스4)로 구분됩니다.; 각 트라이어드는 음정 구조의 변화에 따라 독특한 색깔과 화성적 기능을 가집니다.; 기본적으로 3음은 메이저계열, b3음은 마이너계열입니다.",C; Am,"C(도(1음)),E(미(3음)),G(솔(5음))로 이루어진 대표적인 트라이어드입니다.; A(라(1음)),C(도(b3음)),E(미(5음))로 이루어진 마이너3화음입니다. ",트라이어드는 모든 복잡한 코드의 기초가 되므로 반드시 구조를 정확히 이해하세요.,코드; 음정,Chord; Interval
71,70,메이저코드,Major Chord,메이저트라이어드; Major Triad,메이저코드는 '1-3-5'음으로 구성된 밝고 안정적인 트라이어드코드입니다.,"근음(1음)에서 장3도, 장3도에서 다시 단3도만큼 쌓아 구성됩니다.; 가장 기본적이고 많이 쓰이는 화성의 기초입니다.; 표기법은 음이름뒤에 'M(대문자)','(공백)' 또는 'maj'로 표시합니다.; 상대적 계산방법을 통해 쉽게 찾을 수 있습니다. 1음은 근음(루트)이고, 3음은 근음(루트)으로부터 반음 4개 위의 음, 5음은 3음으로부터 반음 3개 위의 음 입니다.",C,"C(1),E(3),G(5) 세음으로 구성된 메이저코드입니다.",모든 메이저스케일을 외운 뒤 상대적으로 '1-3-5'음을 찾으면 메이저코드를 만들 수 있습니다.,메이저 스케일; 트라이어드,Major Scale; Triad
72,70,마이너코드,Minor Chord,마이너트라이어드; Minor Triad,마이너코드는 '1-b3-5'음으로 구성된 어두운 느낌의 트라이어드코드입니다.,"근음(1음)에서 단3도, 단3도에서 다시 장3도만큼 쌓아 구성됩니다.; 표기법은 음이름 뒤에 '-','m(소문자)' 또는 'min'를 붙입니다.",Cm,"C(1),Eb(b3),G(5) 세음으로 구성된 마이너코드입니다.",메이저코드(1-3-5)에서 3음을 플랫시켜주면 마이너코드가 됩니다.,메이저 스케일; 트라이어드,Major Scale; Triad
73,70,디미니시드코드,Diminished Chord,디미니시드트라이어드; Diminished Triad,디미니시드코드는 '1-b3-b5'음으로 구성된 불안한 트라이어드코드입니다.,"근음(1음)에서 단3도, 단3도에서 다시 단3도만큼 쌓아 구성됩니다.; 표기법은 음이름 뒤에 'o'또는 'dim' 붙입니다.",Co,"C(1),Eb(b3),Gb(b5) 세음으로 구성된 디미니시드코드입니다.",마이너코드(1-b3-5)에서 5음을 플랫시켜주면 디미니시드코드가 됩니다.; b3음이기 때문에 마이너계열의 코드인 점을 기억하세요.,메이저 스케일; 트라이어드,Major Scale; Triad
74,70,어그멘티드코드,Augmented Chord,어그멘티드트라이어드; Augmented Triad,어그멘티드코드는 '1-3-#5'음으로 구성된 확장감 있는 트라이어드코드입니다.,"근음(1음)에서 장3도, 장3도에서 다시 장3도만큼 쌓아 구성됩니다.; 표기법은 음이름 뒤에 '+' 또는 'aug'를 붙입니다.",C+,"C(1),E(3),G#(#5) 세음으로 구성된 어그멘티드코드입니다.",메이저코드(1-3-5)에서 5음을 샾시켜주면 어그멘티드코드가 됩니다.; 3음이기 때문에 메이저계열의 코드인 점을 기억하세요.,메이저 스케일; 트라이어드,Major Scale; Triad
75,70,서스2코드,Sus2 Chord,서스2 트라이어드; Suspended 2nd Chord; Sus2; 서스투,서스2코드는 '1-2-5'음으로 구성된 중립적이고 긴장감이 있는 코드입니다.,"근음(1음)에서 장2도, 장2도에서 다시 완전4도만큼 쌓아 구성됩니다.; 표기법은 음이름 뒤에 'sus2'를 붙입니다.",Csus2,"C(1),D(2),G(5) 세음으로 구성된 서스2코드입니다.",메이저코드(1-3-5)에서 3음을 더블플랫시켜주면 서스2코드가 됩니다.; 3음이 없기 때문에 중립적인 코드입니다. 그렇기에 경과화음 혹은 긴장감을 지속하는 코드입니다.,메이저 스케일; 트라이어드,Major Scale; Triad
76,70,서스4코드,Sus4 Chord,서스4 트라이어드; Suspended 4th Chord; Sus4; 서스포,서스4코드는 '1-4-5'음으로 구성된 중립적이고 긴장감이 있는 코드입니다.,"근음(1음)에서 완전4도, 완전4도에서 다시 장2도만큼 쌓아 구성됩니다.; 표기법은 음이름 뒤에 'sus4'를 붙입니다.",Csus4,"C(1),F(4),G(5) 세음으로 구성된 서스4코드입니다.",메이저코드(1-3-5)에서 3음을 샾시켜주면 서스4코드가 됩니다.; 3음이 없기때문에 중립적인 코드입니다. 그렇기에 경과화음 혹은 긴장감을 지속하는 코드입니다.,메이저 스케일; 트라이어드,Major Scale; Triad
77,1,코드의 퀄리티,Chord Quality,Chord Type; 코드 성격,"코드의 퀄리티는 근음 위에 쌓이는 3음, 5음, 7음 등의 음정 구조에 따른 코드의 성격과 색깔 차이를 말합니다.","코드는 3음, 5음, 7음 등 구성음의 음정에 따라 메이저,마이너,디미니시드,어그멘티드 와 같은 퀄리티로 분류됩니다.; 세븐스코드에서는 7음의 내추럴,플랫에 따라 '메이저7', '도미넌트7','마이너7' 등으로 성격이 더욱 세분화됩니다.; 코드의 퀄리티는 곡의 분위기, 기능, 진행 감각을 결정하는 핵십 요소입니다.; 가장 기본 단위는 3음의 변화에 따라 메이저(3),마이너(b3)의 퀄리티를 결정하는 부분입니다.",CMaj7; C7,"C(1),E(3),G(5),B(7)음으로 구성된 밝고 맑은 느낌의 메이저7 코드입니다.; C(1),E(3),G(5),Bb(b7)음으로 구성된 강한 긴장감과 해결욕구를 가진 도미넌트7 코드입니다. ","코드퀄리티는 실제 화성분석, 곡 해석, 편곡, 즉흥연주에 있어 음악의 색깔과 방향을 결정하는 핵심입니다.",트라이어드; 세븐스 코드; 음정,Triad; Seventh Chord; Interval
78,1,코드의 구조,Chord Structure,화음의 구조; 코드구조,"코드의 구조란, 한 코드를 근음, 코드퀄리티, 7(세븐스), 텐션 등 다양한 요소로 분해해 체계적으로 파악하는 방식을 의미합니다.","일반적으로 코드는 가장 아래의 근음(음이름), 그 위로 쌓이는 3음 5음 등의 음정 구조와 퀄리티, 그리고 추가되는 7음, '9,11,13'과 같은 텐션 음으로 이루어집니다.; 코드를 표기할 때에는 '음이름-코드퀄리티-7-텐션'을 따르는 것이 원칙입니다.; 이러한 시스템 덕분에 아무리 복잡한 코드라도 그 구조만 알면 쉽게 분해하여 구성음을 찾을 수 있습니다.",CMaj7(9); Cm7(11),C(루트)-maj(메이저퀄리티(3음))-5음-7음-9음(텐션)으로 구성된 코드입니다.; C(루트)-m(마이너퀄리티(b3음))-5음-b7음-11음(텐션)으로 구성된 코드입니다.,"어떠한 복잡한 코드도 이런방식으로 전개한다면, 분해하여 해석할 수 있습니다.; 음이름의 플랫(Bb),샾(C#)과 코드퀄리티(3,b3)음을 헷갈리지 않도록 주의하세요.",코드; 코드의 퀄리티,Chord; Chord Quality
79,1,세븐스 코드,Seventh Chord,4화음; 7화음; 7th Chord,"세븐스 코드는 기본적인 3화음 위에 7번째 음(7도, 세븐스)을 쌓아 네 개의 음으로 만드는 코드입니다.","세븐스 코드는 트라이어드에 7도를 더해 화성적 깊이, 긴장감, 풍부한 색깔을 부여합니다.; 7음(7th)은 근음의 거리를 기준으로 장7도, 단7도 등 다양한 방식으로 쌓일 수 있으며, 그에 따라 Maj7, min7, dom7, mMaj7 등 다양한 세븐스 코드가 만들어집니다.; 기본적인 코드진행과 재즈, 팝, 클래식 등 모든 장르에서 코드 전개와 해석에 매우 중요한 역할을 합니다.",CMaj7; C7,"C(1),E(3),G(5),B(7)음으로 구성된 밝고 맑은 느낌의 메이저7 코드입니다.; C(1),E(3),G(5),Bb(b7)음으로 구성된 강한 긴장감과 해결욕구를 가진 도미넌트7 코드입니다. ","각 세븐스코드는 3음,5음,7음의 장단/증/감에 따라 성격이 크게 달라집니다.",트라이어드; 코드의 퀄리티,Triad; Chord Quality
80,79,메이저세븐코드,Major7 Chord,메이저세븐스코드; 메이저7코드; Major7th chord; Maj7 chord; M7; △7 ,메이저세븐코드는 '1-3-5-7'음으로 구성된 밝고 부드러운 세븐스코드입니다.,"근음, 장3도, 완전5도, 장7도로 이루어집니다.; 표기법은 음이름 뒤에 M7(대문자), maj7, △7 으로 표기합니다. ",CMaj7,"C(1),E(3),G(5),B(7)음으로 구성된 밝고 맑은 느낌의 메이저7 코드입니다.","모든 메이저스케일을 외운 뒤 상대적으로 '1-3-5-7'음을 찾으면 메이저세븐코드를 만들 수 있습니다.; 7음을 찾는 방법은, 메이저스케일에서 '7-8음'이 반음인 점을 활용하세요.",트라이어드; 코드의 퀄리티; 스케일; 음정,Triad; Chord Quality; Scale; Interval
81,79,마이너세븐코드,Minor7 Chord,마이너세븐스코드; 마이너7코드; minor7th chord; m7 chord; m7; -7,마이너세븐코드는 '1-b3-5-b7'음으로 구성된 부드럽고 차분한 세븐스코드입니다.,"근음, 단3도, 완전5도, 단7도로 이루어집니다.; 표기법은 음이름 뒤에 m7(소문자), min7, -7 으로 표기합니다. ",Cm7,"C(1),Eb(b3),G(5),Bb(b7) 네음으로 구성된 마이너세븐코드입니다.",메이저세븐코드(1-3-5-7)에서 3음과 7음을 플랫시켜주면 마이너세븐코드가 됩니다.,트라이어드; 코드의 퀄리티; 스케일; 음정,Triad; Chord Quality; Scale; Interval
82,79,도미넌트세븐코드,Dominant7 Chord,도미넌트세븐스코드; 도미넌트7코드; Dominant 7th chord; Dom7 chord; Dom7; 7,도미넌트세븐코드는 '1-3-5-b7'음으로 구성된 불안정하며 해결지향적인 세븐스코드입니다.,"근음, 장3도, 완전5도, 단7도로 이루어집니다.; 표기법은 음이름 뒤에 7, dom7 으로 표기합니다. ",C7,"C(1),E(3),G(5),Bb(b7) 네음으로 구성된 도미넌트세븐코드입니다.",메이저세븐코드(1-3-5-7)에서 7음을 플랫시켜주면 도미넌트세븐코드가 됩니다.; 도미넌트 세븐코드는 각종 이론에서 중요하게 사용되는 코드이므로 특히 잘 기억하는것이 좋습니다.,트라이어드; 코드의 퀄리티; 스케일; 음정,Triad; Chord Quality; Scale; Interval
83,79,마이너메이저세븐코드,Minormajor7 Chord,마이너메이저세븐스코드; 마이너메이저7코드; Minormajor7th chord; mMaj7 chord; mM7; -△7,마이너메이저세븐코드는 '1-b3-5-7'음으로 구성된 긴장되고 독특한 사운드의 세븐스코드입니다.,"근음, 단3도, 완전5도, 장7도로 이루어집니다.; 표기법은 음이름 뒤에 m(소문자)M(대문자)7, mMaj7, -△7 으로 표기합니다. ",CmM7,"C(1),Eb(b3),G(5),B(7) 네음으로 구성된 마이너메이저세븐코드입니다.",메이저세븐코드(1-3-5-7)에서 3음을 플랫시켜주면 마이너메이저세븐코드가 됩니다.,트라이어드; 코드의 퀄리티; 스케일; 음정,Triad; Chord Quality; Scale; Interval
84,79,하프디미니시드세븐코드,Half-diminished7 Chord,하프디미니시드세븐스코드; 하프디미니시드7코드; Half-diminished 7th chord; 하프디미니시; ø7; m7b5,하프디미니시드세븐코드는 '1-b3-b5-b7'음으로 구성된 긴장감이 있으면서도 완전한 불안은 아닌 세븐스코드입니다.,"근음, 단3도, 완전5도, 단7도로 이루어집니다.; 표기법은 음이름 뒤에 m7b5, ø7 으로 표기합니다.; 마이너세븐플랫파이브코드라고도 불립니다.",Cm7b5,"C(1),Eb(b3),Gb(b5),Bb(b7) 네음으로 구성된 하프디미니시드세븐코드입니다.",마이너세븐코드(1-b3-5-b7)에서 5음을 플랫시켜주면 마이너세븐코드가 됩니다.; 디미니시드세븐코드와 헷갈리지 않도록 주의해주세요.,트라이어드; 코드의 퀄리티; 스케일; 음정,Triad; Chord Quality; Scale; Interval
85,79,디미니시드세븐코드,Diminished7 Chord,디미니시드세븐스코드; 디미니시드7코드; Diminished 7th chord; Dim7 chord; dim7; o7,디미니시드세븐코드는 '1-b3-b5-bb7'음으로 구성된 극도의 불안정성을 가진 세븐스코드입니다.,"근음, 단3도, 감5도, 겹감7도로 이루어집니다.; 표기법은 음이름 뒤에 dim7, o7 으로 표기합니다.; 디미니시드세븐코드는 모든 음정간격이 각각 단3도씩으로 이루어져있습니다. 이 특징을 활용하여 전위(Inversion)시키면 총 3개의(C,C#(Db),D) 디미니시드코드가 존재합니다. 그래서 '순환코드'라고도 불립니다.",Co7,"C(1),Eb(b3),Gb(b5),Bbb(bb7) 네음으로 구성된 디미니시드세븐코드입니다.",하프디미니시세븐코드(1-b3-b5-b7)에서 7음을 한번 더 플랫(더블플랫)시켜주면 디미니시드세븐코드가 됩니다.,트라이어드; 코드의 퀄리티; 스케일; 전위; 음정,Triad; Chord Quality; Scale; Inversion; Interval
86,79,어그멘티드세븐코드,Augmented7 Chord,어그멘티드세븐스코드; 어그멘티드7코드; Augmented 7th chord; aug7 chord; +7; augmented dominant; 어그멘티드도미넌트코드,어그멘티드세븐코드는 '1-3-#5-b7'음으로 구성된 독특하고 현대적인 느낌의 세븐스코드입니다.,"근음, 장3도, 증5도, 단7도로 이루어집니다.; 표기법은 음이름 뒤에 aug7, +7 으로 표기합니다. ",C+7,"C(1),E(3),G#(#5),Bb(b7) 네음으로 구성된 어그멘티드세븐코드입니다.",도미넌트세븐코드(1-3-5-b7)에서 5음을 샾시켜주면 어그멘티드세븐코드가 됩니다.; 메이저세븐샾파이브코드와 헷갈리지 않도록 주의해주세요.,트라이어드; 코드의 퀄리티; 스케일; 음정,Triad; Chord Quality; Scale; Interval
87,79,도미넌트세븐서스포코드,Dominant7 Suspended4 Chord,도미넌트세븐스서스4코드; 도미넌트7서스4코드; Dominant 7th Suspended 4th chord; dom7sus4; 7sus4,도미넌트세븐서스포코드는 '1-4-5-b7'음으로 구성된 강한 긴장감을 가진 세븐스코드입니다.,"근음, 완전4도, 완전5도, 단7도로 이루어집니다.; 표기법은 음이름 뒤에 7sus4 로 표기합니다. ",C7sus4,"C(1),F(4),G(5),Bb(b7) 네음으로 구성된 도미넌트세븐서스포코드입니다.",도미넌트세븐코드(1-3-5-b7)에서 3음을 샾시켜주어 4음으로 만들어주면 도미넌트세븐서스포코드가 됩니다.,트라이어드; 코드의 퀄리티; 스케일; 음정,Triad; Chord Quality; Scale; Interval
88,79,메이저세븐샾파이브코드,Major7 Sharp5 Chord,메이저세븐스코드; 메이저7코드; Major7th chord; Maj7 chord,메이저세븐샾파이브코드는 '1-3-#5-7'음으로 구성된 신비로운 느낌의 세븐스코드입니다.,"근음, 장3도, 증5도, 장7도로 이루어집니다.; 표기법은 음이름 뒤에 M7(대문자)#5, maj7#5, △7#5 으로 표기합니다. ",CMaj7#5,"C(1),E(3),G#(5),B(7) 네음으로 구성된 메이저세븐샾파이브코드입니다.",메이저세븐코드(1-3-5-7)에서 5음을 샾시켜주면 메이저세븐샾파이브코드가 됩니다.,트라이어드; 코드의 퀄리티; 스케일; 음정,Triad; Chord Quality; Scale; interval
89,1,전위,Inversion,코드 전위; Chord Inversion,전위는 코드의 구성음 중 근음 이외의 음을 가장 낮은 음(베이스)으로 두어 코드를 재배치하는 방법입니다.,"기본형(루트 포지션)은 근음이 가장 낮은 음이지만, 전위를 사용하면 3도, 5도, 7도 등의 음이 베이스에 올 수 있습니다.; 전위는 코드 진행을 더 부드럽게 하거나, 저음 선율(베이스 라인)의 움직임을 자연스럽게 만들어주며, 특유의 화성 감각을 줄 수 있습니다.; 표기법은 '코드/베이스음'의 형태로 되어있습니다, 'chord on bass' 의 형태도로 불립니다. 예를 들어 C/E의 경우 오른손에 C major chord를 연주하고 왼손베이스음은 E를 연주하고, C on E도 동일합니다.; 트라이어드는 총 2전위까지 있으며, 세븐스코드는 3전위까지 있습니다.",C/G,"오른손에는 C major chord를 연주하고, 왼손에는 G 베이스음을 연주합니다.",전위를 활용하면 베이스라인이 부드럽고 자연스러워져 다양한 편곡법에 활용됩니다.; 실제 연주에서 전위 코드를 많이 들어보고 손으로 만들어보면 각 전위의 차이를 쉽게 익힐 수 있습니다.; 전위를 사용하여 연주시 경제적인 움직임과 보이싱(화성의 멜로디)를 만들 수 있습니다.,코드,Chord
90,89,분수코드,Slash chord,"슬래시코드, 분수화음, Slash",분수코드는 코드표기에서 '/' 기호를 사용하여 코드의 베이스음(최저음)이 근음과 다를때 이를 명확히 적는 방법입니다.,"분수코드는 코드 이름 뒤에 ‘/’와 함께 베이스음(하단음)을 적어서 표시합니다.; 예를 들어, C/G는 C(도, 미, 솔)라는 코드 중 솔(G)이 베이스일 때를 의미하며, 분수 기호 '/'는 '위의 코드를 아래 베이스음으로 연주'라는 뜻입니다.; 분수코드는 코드의 전위(Inversion) 역할을 하기도 하며, 다른 임의의 베이스음과 결합하는 경우에도 사용됩니다.; 분수코드는 베이스라인을 의도적으로 연주하거나, 화성에 특별한 색채 및 흐름을 주고 싶을 때 활용됩니다.",C/E,"C(도, 미, 솔) 코드 중 미(E)를 베이스로 연주한다는 뜻이며, 이는 C코드의 1전위와 같습니다.","분수코드는 코드 위에 원하는 베이스음을 직접 지정해 줄 수 있으므로 베이스라인 설계나 편곡에 매우 유용합니다.; 실전에서는 직접 다양한 분수코드를 연주하고, 베이스 움직임에 주목하는 연습이 중요합니다.; 표기법상 왼쪽(코드) 오른쪽(베이스)이기 때문에 오른손으로 주로 코드를 연주를 할때 헷갈리지 않도록 주의해주세요.",전위,Inversion
91,89,하이브리드코드,Hybrid chord,"복합코드, 오버코드, Over Chord","하이브리드 코드는 코드 표기에서 ‘/’ 기호를 사용하여, 윗줄에는 하나의 코드(트라이어드, 세븐스 등), 아래에는 그 코드와 화성적으로 독립된 다른 음을 베이스로 놓아 두 구조가 결합된 특별한 코드입니다.","F/G, D/E, A/B 등은 분자의 코드 구성음이 분모에 들어가지 않기 때문에 기존 코드보다 더 확장된 코드로 볼 수 있습니다.; 하이브리드 코드는 팝, 재즈 등 풍부한 텐션 확장 화음을 만들기 위해 자주 사용됩니다. ",C/D,"C(도, 미, 솔) 코드 중 레(D)를 베이스로 연주한다는 뜻이며, 총 연주해야할 음은 '도,레,미,솔'음으로 D9sus4(레, 솔, 라, 도, 미)와 유사한 구성음을 가지고 있습니다.","하이브리드 코드는 즉흥 연주, 편곡, 보이싱에서 다양한 모달/텐션 사운드를 만들 때 매우 효과적입니다.; 하이브리드 구조를 이해하면, 상위 코드(우측/위)에 텐션, 하위 코드(베이스)로 베이스 진행을 따로 조합하는 등 다양한 코드 확장이 가능해집니다.",분수코드; 코드,Slash chord; Chord
92,1,아르페지오,Arpeggio,분산화음; 아르페지오 연주,"아르페지오는 코드(화음)를 동시에 누르거나 치지 않고, 구성음을 순차적으로 하나씩 나누어 연주하는 주법입니다.","아르페지오는 ‘분산화음’이라고도 부르며, 코드의 각 음을 위나 아래로 한 음씩 빠르게 연주하여 흐르는 듯한 효과를 만듭니다.; 아르페지오는 화성의 인상을 주면서도 멜로디처럼 선율적 효과를 주는 것이 특징입니다.",C 아르페지오,"C major chord를 한번에 누르지 않고, 도-미-솔 또는 솔-미-도 등 다양한 순서로 차례대로 연주합니다.","아르페지오 연습시, 메트로놈이나 느린 템포에서 균일한 타이밍으로 각 음을 명확하게 연주해보세요.; 화음의 구성음을 익히고, 여러 코드에서 아르페지오로 연주해보면 손의 움직임과 귀에 익숙해져 효과적으로 실무에 적용할 수 있습니다.",코드; 음계,Chord; Scale
93,1,이끈음,Leading Tone,Leading Note; 리딩톤; 이끄는 음,"이끈음은 음계에서 가장 높은 음인 으뜸음(1도) 바로 아래의 7도 음으로, 해소(해결)를 유도하는 역할을 합니다.","이끈음은 메이저 스케일에서 7도(예: C메이저의 B)가 으뜸음(도)로 자연스럽게 이어지려는 강한 성질이 있습니다.; 내추럴마이너스케일에서는 b7음이 이끈음 역할이 약해 멜로딕/하모닉마이너스케일에서 b7음을 7음으로 인위적으로 올려 사용합니다.; 화성에서는 도미넌트 코드(V, 주로 7음을 포함한 코드) 내에서도 이끈음이 포함되어, 으뜸음(토닉)으로의 해소(해결) 역할을 극대화합니다.",G7코드의 이끈음,"G7(솔, 시, 레, 파)에서 시(B)는 3음으로 코드의 퀄리티음을 담당하며, C 메이저키(스케일)의  이끈음(7음)으로서 C(도)라는 으뜸음으로 강하게 해결되고자 하는 성질이 있습니다.","이끈음의 해결감은 화성진행(특히 Ⅴ–Ⅰ, 도미넌트–토닉)에서 곡의 종지감·완결감을 결정합니다.; 멜로디나 즉흥 연주에서도 이끈음이 으뜸음에 잘 연결되도록 하면 자연스럽고 설득력 있는 라인을 만들 수 있습니다.",스케일; 코드,Scale; Chord
94,1,파워코드,Power Chord,5코드; 5화음; Powerchord,"파워코드는 근음과 완전5도만으로 이루어진, 3음(3rd)이 없는 단순하고 강렬한 특수 코드입니다.","기존 코드(트라이어드 등)은 근음, 3도, 5도로 구성되지만, 파워코드는 3도를 생략하고 근음과 5도 즉 완전5도만으로 연주합니다.; 이 구조 때문에 메이저와 마이너의 구분이 없이, 중립적이고 강한 인상을 줍니다.; 드라이브가 많이 걸린 전자기타, 베이스, 락/메탈 음악 등에서 날카롭고 명확한 사운드를 위해 널리 사용됩니다.; 표기법은 보통 C5, G5, D5(음이름+5)로 쓰거나, 탭악보/기타악보에서 흔히 볼 수 있습니다.",C5,"C(도), G(솔)만을 동시에 연주하는 코드입니다.","파워코드는 메이저/마이너 코드로 모두 대체해 쓸 수 있으나, 선명하고 중성적인 사운드를 원할 때 사용합니다.; 기타·베이스에서는 옥타브 음까지 포함해 연주하면 더욱 풍성해집니다.",음정; 코드,Interval; Chord
95,1,애드코드,Add Chord,add2; add4; add9; 애드2; 애드4; 애드9,"애드코드는 기본 코드(트라이어드, 세븐스 등)에 2도, 4도, 9도 음계처럼 특정 음을 추가해 만든 특수 코드입니다.","기본적인 코드(메이저, 마이너 등)에 없는 음(주로 2도, 4도, 9도 등)을 함께 울리도록 ‘추가(add)’하는 것이 애드 코드의 원리입니다.; 예를 들어 Cadd9는 C메이저(도, 미, 솔)에 9도(레)를 함께 사용합니다. Cadd2는 도, 레, 미, 솔이 됩니다.; 화성에 독특한 색채와 감성을 추가하고 싶을 때 쓰이며, 현대 팝, 포크, 재즈, 영화음악, 현악 합주 등에서 자주 활용됩니다.",Cadd9,"C(도), E(미), G(솔), D(레)를 동시에 연주하는 코드. 밝고 청량한 사운드를 만들 수 있습니다.","애드코드는 반드시 3도음을 남겨둔 채 특정 음을 '더한다'는 점에서 sus 코드와 구분하세요.; 기타, 피아노 등에서 손이 닿는 한 자유롭게 추가할 수 있지만, 지나치게 '밀집'되지 않도록 주의해야 화성감이 깨끗하게 살아납니다.",음정; 코드,Interval; Chord
96,1,6코드,Sixth Chord,6화음; 메이저6코드; 마이너6코드; M6; m6,6코드는 기본 3화음(메이저 또는 마이너)에 6도 음을 추가해서 만든 4화음의 특수 코드입니다.,"C6는 C(도), E(미), G(솔) 위에 6도인 A(라)를 더한 코드이고, Cm6는 C(도), Eb(미플랫), G(솔), A(라)로 구성됩니다.; 6코드는 7코드처럼 추가음이 포함되지만, 7도 대신 6도를 더해 독특하고 부드러운 분위기를 연출합니다.",C6,"C(도), E(미), G(솔), A(라) — 밝고 온화한 느낌의 6코드입니다.","6코드는 7코드와 착각하기 쉽지만, 6도(위에서 여섯 번째 음)가 포함되는 점을 확인하세요.; 기존 트라이어드 폼에 6도 한 음을 더하는 방식으로 쉽게 만들 수 있습니다.",음정; 코드,Interval; Chord
97,96,메이저6코드,Major Sixth Chord,M6; 메이저6; 6,메이저6코드는 '1-3-5-6'음으로 구성된 코드입니다.,"근음, 장3도, 완전5도, 장6도로 쌓입니다.; 표기법은 음이름 뒤에 'M(대문자)6','6' 또는 'maj6'로 표기합니다.",C6,"C(도), E(미), G(솔), A(라)로 구성됩니다.","메이저코드 대신 사용되기도 하며, 재즈,팝 등 엔딩에 자주 사용되는 코드입니다.",6코드,Sixth Chord
98,96,마이너6코드,minor Sixth Chord,m6; 마이너6,메이저6코드는 '1-b3-5-6'음으로 구성된 코드입니다.,"근음, 단3도, 완전5도, 장6도(혹은 단6도)로 쌓입니다.; 표기법은 음이름 뒤에 'm(소문자)6','-6' 또는 'min6'로 표기합니다.",Cm6,"C(도), Eb(미b), G(솔), A(라) 혹은 C(도), Eb(미b), G(솔), Ab(라b) 로 구성됩니다.","마이너6는 멜로딕 마이너, 하모닉 마이너 스케일 등의 분위기와도 잘 어울립니다.",6코드,Sixth Chord
